Latitude (decimal degrees):	10.702
Longitude (decimal degrees):	122.562
Elevation (m):	9
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180908:0030,363.82,465.25,41.04,26.8,3.79,0.0
20180908:0130,557.79,722.7,55.75,27.68,3.52,0.0
20180908:0230,546.24,712.2,70.31,28.57,3.31,0.0
20180908:0330,625.5,826.6,83.51,28.96,3.17,0.0
20180908:0430,621.84,821.15,78.3,29.14,3.45,0.0
20180908:0530,542.62,710.4,64.08,29.35,3.66,0.0
20180908:0630,501.45,650.3,49.42,29.36,3.79,0.0
20180908:0730,302.63,397.05,34.69,29.52,3.45,0.0
20180908:0830,130.56,188.8,19.96,29.1,2.83,0.0
20180908:0930,12.65,32.23,5.25,28.64,2.14,0.0
20180908:1030,0.0,0.0,0.0,27.67,1.59,0.0
20180908:1130,0.0,0.0,0.0,26.61,0.83,0.0
20180908:1230,0.0,0.0,0.0,27.19,0.48,0.0
20180908:1330,0.0,0.0,0.0,27.16,0.48,0.0
20180908:1430,0.0,0.0,0.0,26.99,0.21,0.0
20180908:1530,0.0,0.0,0.0,26.5,0.28,0.0
20180908:1630,0.0,0.0,0.0,25.37,1.03,0.0
20180908:1730,0.0,0.0,0.0,24.5,1.72,0.0
20180908:1830,0.0,0.0,0.0,24.82,2.14,0.0
20180908:1930,0.0,0.0,0.0,25.04,1.93,0.0
20180908:2030,0.0,0.0,0.0,24.9,1.93,0.0
20180908:2130,0.0,0.0,-3.1,24.82,2.0,0.0
20180908:2230,71.39,122.2,11.58,24.73,1.79,0.0
20180908:2330,234.32,314.2,26.3,26.35,1.59,0.0
20180909:0030,445.18,577.45,41.07,27.4,2.34,0.0
20180909:0130,514.6,670.8,55.77,28.38,2.62,0.0
20180909:0230,597.77,788.4,70.29,29.09,2.83,0.0
20180909:0330,644.34,857.85,83.28,29.73,2.97,0.0
20180909:0430,630.35,832.8,78.05,29.98,3.31,0.0
20180909:0530,432.99,559.45,63.9,29.56,3.38,0.0
20180909:0630,392.72,504.45,49.27,28.11,3.17,0.0
20180909:0730,256.25,336.65,34.54,28.78,3.45,0.0
20180909:0830,103.8,152.65,19.81,28.49,2.83,0.0
20180909:0930,10.19,26.51,5.09,28.15,1.66,0.0
20180909:1030,0.0,0.0,0.0,27.57,0.62,0.0
20180909:1130,0.0,0.0,0.0,26.74,1.31,0.0
20180909:1230,0.0,0.0,0.0,26.17,1.03,0.0
20180909:1330,0.0,0.0,0.0,25.73,1.45,0.0
20180909:1430,0.0,0.0,0.0,25.44,1.59,0.0
20180909:1530,0.0,0.0,0.0,25.18,1.45,0.0
20180909:1630,0.0,0.0,0.0,24.93,1.66,0.0
20180909:1730,0.0,0.0,0.0,24.86,1.93,0.0
20180909:1830,0.0,0.0,0.0,24.81,1.86,0.0
20180909:1930,0.0,0.0,0.0,24.81,1.38,0.0
20180909:2030,0.0,0.0,0.0,24.52,1.52,0.0
20180909:2130,0.0,0.0,-3.08,24.34,1.66,0.0
20180909:2230,69.28,120.1,11.6,24.36,1.52,0.0
20180909:2330,263.86,352.9,26.33,26.34,1.59,0.0
20180910:0030,436.61,568.4,41.1,27.18,1.72,0.0
20180910:0130,577.99,762.65,55.78,27.88,2.07,0.0
20180910:0230,589.28,776.1,70.27,28.36,2.76,0.0
20180910:0330,542.18,708.3,83.03,28.28,2.9,0.0
20180910:0430,589.02,773.75,77.79,27.86,2.55,0.0
20180910:0530,572.91,756.15,63.72,28.33,2.34,0.0
20180910:0630,308.36,399.2,49.11,28.9,2.69,0.0
20180910:0730,310.48,407.2,34.39,28.78,2.55,0.0
20180910:0830,103.56,152.35,19.65,28.77,2.07,0.0
20180910:0930,8.72,33.56,4.93,27.08,1.24,0.0
20180910:1030,0.0,0.0,0.0,26.51,1.31,0.0
20180910:1130,0.0,0.0,0.0,26.23,0.69,0.0
20180910:1230,0.0,0.0,0.0,25.86,0.9,0.0
20180910:1330,0.0,0.0,0.0,26.21,0.76,0.0
20180910:1430,0.0,0.0,0.0,25.3,1.1,0.0
20180910:1530,0.0,0.0,0.0,24.83,1.38,0.0
20180910:1630,0.0,0.0,0.0,24.63,1.66,0.0
20180910:1730,0.0,0.0,0.0,24.57,1.93,0.0
20180910:1830,0.0,0.0,0.0,24.58,1.72,0.0
20180910:1930,0.0,0.0,0.0,24.48,1.31,0.0
20180910:2030,0.0,0.0,0.0,24.37,1.38,0.0
20180910:2130,0.0,0.0,-3.07,24.42,1.79,0.0
20180910:2230,61.9,106.55,11.63,24.5,2.0,0.0
20180910:2330,240.86,320.95,26.36,25.56,1.79,0.0
20180911:0030,430.26,555.4,41.12,26.52,2.21,0.0
20180911:0130,425.26,544.25,55.8,27.45,3.1,0.0
20180911:0230,437.66,559.5,70.24,28.05,4.14,0.0
20180911:0330,498.48,636.2,82.77,27.15,4.34,0.0
20180911:0430,525.55,679.35,77.53,27.67,3.59,0.0
20180911:0530,550.02,709.8,63.54,28.35,3.86,0.0
20180911:0630,292.81,377.45,48.95,28.5,4.69,0.0
20180911:0730,213.16,281.1,34.24,27.67,4.0,0.0
20180911:0830,102.51,150.0,19.5,27.15,3.59,0.0
20180911:0930,7.89,26.99,4.78,26.65,3.31,0.0
20180911:1030,0.0,0.0,0.0,25.81,2.9,0.0
20180911:1130,0.0,0.0,0.0,25.77,2.28,0.0
20180911:1230,0.0,0.0,0.0,25.59,1.93,0.0
20180911:1330,0.0,0.0,0.0,25.48,2.41,0.0
20180911:1430,0.0,0.0,0.0,25.07,2.97,0.0
20180911:1530,0.0,0.0,0.0,24.91,2.28,0.0
20180911:1630,0.0,0.0,0.0,24.88,1.72,0.0
20180911:1730,0.0,0.0,0.0,24.84,2.48,0.0
20180911:1830,0.0,0.0,0.0,24.68,2.48,0.0
20180911:1930,0.0,0.0,0.0,25.09,3.45,0.0
20180911:2030,0.0,0.0,0.0,25.1,3.24,0.0
20180911:2130,0.0,0.0,-3.05,25.2,3.03,0.0
20180911:2230,56.68,97.05,11.65,25.2,2.83,0.0
20180911:2330,180.69,243.6,26.39,25.75,2.9,0.0
20180912:0030,305.26,391.8,41.14,26.43,3.31,0.0
20180912:0130,401.63,515.5,55.8,26.94,3.79,0.0
20180912:0230,463.74,593.5,70.2,27.51,3.66,0.0
20180912:0330,582.26,758.5,82.49,27.92,3.52,0.0
20180912:0430,389.63,501.8,77.26,27.93,4.0,0.0
20180912:0530,266.01,344.85,63.35,27.17,4.48,0.0
20180912:0630,191.89,253.35,48.78,26.95,4.83,0.0
20180912:0730,149.77,202.0,34.08,26.71,4.55,0.0
20180912:0830,82.18,123.0,19.34,26.08,4.14,0.0
20180912:0930,6.47,25.96,4.62,25.9,3.93,0.0
20180912:1030,0.0,0.0,0.0,25.7,2.83,0.0
20180912:1130,0.0,0.0,0.0,25.5,2.41,0.0
20180912:1230,0.0,0.0,0.0,25.43,2.62,0.0
20180912:1330,0.0,0.0,0.0,25.72,2.41,0.0
20180912:1430,0.0,0.0,0.0,25.5,2.76,0.0
20180912:1530,0.0,0.0,0.0,25.39,3.24,0.0
20180912:1630,0.0,0.0,0.0,25.34,3.45,0.0
20180912:1730,0.0,0.0,0.0,25.0,3.52,0.0
20180912:1830,0.0,0.0,0.0,24.86,3.72,0.0
20180912:1930,0.0,0.0,0.0,25.01,3.1,0.0
20180912:2030,0.0,0.0,0.0,24.96,2.76,0.0
20180912:2130,0.0,0.0,-3.03,24.79,2.14,0.0
20180912:2230,17.94,38.25,11.68,24.75,1.86,0.0
20180912:2330,82.49,120.9,26.42,25.32,2.14,0.0
20180913:0030,144.72,196.05,41.16,25.79,2.0,0.0
20180913:0130,362.12,466.85,55.81,26.17,2.07,0.0
20180913:0230,427.26,550.8,70.15,27.11,2.76,0.0
20180913:0330,409.22,528.1,82.21,27.75,3.79,0.0
20180913:0430,288.92,371.45,76.98,27.62,5.38,0.0
20180913:0530,197.64,260.4,63.16,27.24,5.86,0.0
20180913:0630,309.77,396.8,48.62,27.05,5.86,0.0
20180913:0730,129.2,178.1,33.92,27.28,6.14,0.0
20180913:0830,91.94,134.15,19.19,26.92,4.62,0.0
20180913:0930,5.89,19.37,4.45,26.66,4.34,0.0
20180913:1030,0.0,0.0,0.0,26.29,3.17,0.0
20180913:1130,0.0,0.0,0.0,26.04,3.59,0.0
20180913:1230,0.0,0.0,0.0,25.78,4.41,0.0
20180913:1330,0.0,0.0,0.0,25.66,4.21,0.0
20180913:1430,0.0,0.0,0.0,25.67,4.0,0.0
20180913:1530,0.0,0.0,0.0,25.64,3.86,0.0
20180913:1630,0.0,0.0,0.0,25.58,3.59,0.0
20180913:1730,0.0,0.0,0.0,25.48,3.86,0.0
20180913:1830,0.0,0.0,0.0,25.33,4.21,0.0
20180913:1930,0.0,0.0,0.0,25.69,5.1,0.0
20180913:2030,0.0,0.0,0.0,25.63,5.1,0.0
20180913:2130,0.0,0.0,-3.01,25.66,4.55,0.0
20180913:2230,20.92,41.95,11.7,25.53,5.31,0.0
20180913:2330,70.21,104.8,26.44,25.57,5.72,0.0
20180914:0030,177.29,236.2,41.18,26.01,5.17,0.0
20180914:0130,212.67,279.1,55.81,26.58,5.66,0.0
20180914:0230,331.75,424.65,70.1,26.51,6.34,0.0
20180914:0330,209.07,275.15,81.91,26.99,6.62,0.0
20180914:0430,294.17,379.2,76.69,26.51,6.97,0.0
20180914:0530,266.29,343.45,62.96,26.43,7.66,0.0
20180914:0630,214.87,280.35,48.44,26.59,8.21,0.0
20180914:0730,137.9,188.1,33.76,26.5,7.03,0.0
20180914:0830,40.39,67.0,19.03,26.25,8.07,0.0
20180914:0930,3.92,15.3,4.29,25.91,8.62,0.0
20180914:1030,0.0,0.0,0.0,25.65,8.41,0.0
20180914:1130,0.0,0.0,0.0,25.52,8.07,0.0
20180914:1230,0.0,0.0,0.0,25.19,7.59,0.0
20180914:1330,0.0,0.0,0.0,25.21,7.79,0.0
20180914:1430,0.0,0.0,0.0,25.02,7.86,0.0
20180914:1530,0.0,0.0,0.0,25.02,7.66,0.0
20180914:1630,0.0,0.0,0.0,25.09,7.66,0.0
20180914:1730,0.0,0.0,0.0,24.92,8.21,0.0
20180914:1830,0.0,0.0,0.0,25.21,7.79,0.0
20180914:1930,0.0,0.0,0.0,24.98,8.07,0.0
20180914:2030,0.0,0.0,0.0,25.16,8.34,0.0
20180914:2130,0.0,0.0,-2.99,25.06,8.48,0.0
20180914:2230,7.1,20.25,11.73,24.71,8.62,0.0
20180914:2330,14.23,31.0,26.47,25.0,7.79,0.0
20180915:0030,43.39,70.55,41.2,25.01,7.79,0.0
20180915:0130,220.36,282.3,55.8,25.38,8.14,0.0
20180915:0230,163.98,218.05,70.03,25.72,9.59,0.0
20180915:0330,169.27,225.0,81.61,25.68,8.83,0.0
20180915:0430,248.77,318.95,76.4,25.29,9.59,0.0
20180915:0530,218.62,281.55,62.76,25.25,9.31,0.0
20180915:0630,268.36,341.2,48.27,25.74,8.28,0.0
20180915:0730,133.71,181.75,33.6,26.17,8.48,0.0
20180915:0830,78.02,116.9,18.87,25.89,8.28,0.0
20180915:0930,6.86,20.09,4.13,25.92,8.28,0.0
20180915:1030,0.0,0.0,0.0,25.61,8.41,0.0
20180915:1130,0.0,0.0,0.0,25.61,7.38,0.0
20180915:1230,0.0,0.0,0.0,25.75,6.97,0.0
20180915:1330,0.0,0.0,0.0,25.59,5.79,0.0
20180915:1430,0.0,0.0,0.0,25.65,5.31,0.0
20180915:1530,0.0,0.0,0.0,25.19,6.0,0.0
20180915:1630,0.0,0.0,0.0,24.91,5.59,0.0
20180915:1730,0.0,0.0,0.0,24.82,5.72,0.0
20180915:1830,0.0,0.0,0.0,25.05,5.1,0.0
20180915:1930,0.0,0.0,0.0,25.09,5.03,0.0
20180915:2030,0.0,0.0,0.0,24.88,5.38,0.0
20180915:2130,0.0,0.0,-2.97,24.76,4.69,0.0
20180915:2230,33.34,60.9,11.75,25.04,4.14,0.0
20180915:2330,129.1,178.3,26.49,25.49,3.66,0.0
20180916:0030,300.97,385.8,41.21,26.17,4.21,0.0
20180916:0130,446.21,569.75,55.8,27.11,4.69,0.0
20180916:0230,558.41,717.25,69.96,27.91,5.17,0.0
20180916:0330,562.73,725.95,81.29,28.6,5.52,0.0
20180916:0430,567.15,734.35,76.1,28.94,4.69,0.0
20180916:0530,470.71,608.45,62.55,29.01,4.0,0.0
20180916:0630,370.05,479.3,48.09,28.92,3.66,0.0
20180916:0730,187.27,251.65,33.43,28.8,2.62,0.0
20180916:0830,95.9,144.6,18.71,28.41,2.62,0.0
20180916:0930,8.31,30.35,3.97,28.09,2.0,0.0
20180916:1030,0.0,0.0,0.0,27.43,1.03,0.0
20180916:1130,0.0,0.0,0.0,27.73,0.55,0.0
20180916:1230,0.0,0.0,0.0,27.69,0.48,0.0
20180916:1330,0.0,0.0,0.0,27.52,0.41,0.0
20180916:1430,0.0,0.0,0.0,27.27,0.28,0.0
20180916:1530,0.0,0.0,0.0,27.03,0.62,0.0
20180916:1630,0.0,0.0,0.0,26.79,0.76,0.0
20180916:1730,0.0,0.0,0.0,26.37,0.9,0.0
20180916:1830,0.0,0.0,0.0,26.05,0.97,0.0
20180916:1930,0.0,0.0,0.0,24.32,2.0,0.0
20180916:2030,0.0,0.0,0.0,24.48,2.34,0.0
20180916:2130,0.0,0.0,-2.95,24.54,2.48,0.0
20180916:2230,55.28,91.65,11.78,24.68,2.76,0.0
20180916:2330,214.79,285.9,26.51,25.54,2.62,0.0
20180917:0030,408.62,525.95,41.22,26.75,3.1,0.0
20180917:0130,522.42,679.2,55.78,27.73,3.03,0.0
20180917:0230,521.27,683.3,69.89,28.42,2.83,0.0
20180917:0330,548.3,719.95,80.97,28.77,3.1,0.0
20180917:0430,466.12,609.25,75.8,29.11,3.24,0.0
20180917:0530,365.9,475.25,62.34,29.12,3.17,0.0
20180917:0630,299.66,391.45,47.91,28.71,2.76,0.0
20180917:0730,256.93,340.3,33.26,29.1,2.69,0.0
20180917:0830,104.79,155.95,18.54,28.03,3.93,0.0
20180917:0930,5.92,29.73,3.81,27.12,3.03,0.0
20180917:1030,0.0,0.0,0.0,26.62,2.55,0.0
20180917:1130,0.0,0.0,0.0,26.12,2.48,0.0
20180917:1230,0.0,0.0,0.0,25.8,3.17,0.0
20180917:1330,0.0,0.0,0.0,25.56,3.59,0.0
20180917:1430,0.0,0.0,0.0,25.38,3.52,0.0
20180917:1530,0.0,0.0,0.0,25.22,3.31,0.0
20180917:1630,0.0,0.0,0.0,25.06,3.1,0.0
20180917:1730,0.0,0.0,0.0,24.89,3.31,0.0
20180917:1830,0.0,0.0,0.0,24.84,3.45,0.0
20180917:1930,0.0,0.0,0.0,24.64,3.24,0.0
20180917:2030,0.0,0.0,0.0,24.55,3.45,0.0
20180917:2130,0.0,0.0,-2.93,24.5,3.45,0.0
20180917:2230,43.11,78.05,11.8,24.52,3.31,0.0
20180917:2330,207.51,276.0,26.53,24.88,3.38,0.0
20180918:0030,341.86,433.25,41.23,25.81,4.48,0.0
20180918:0130,484.13,615.45,55.77,26.57,4.55,0.0
20180918:0230,637.41,823.55,69.8,27.3,4.41,0.0
20180918:0330,613.66,796.75,80.65,27.94,4.14,0.0
20180918:0430,526.95,680.55,75.49,28.41,4.28,0.0
20180918:0530,576.06,744.0,62.12,28.42,4.41,0.0
20180918:0630,335.12,432.55,47.73,28.9,4.28,0.0
20180918:0730,235.69,310.55,33.1,28.23,3.72,0.0
20180918:0830,121.05,179.3,18.38,27.35,3.59,0.0
20180918:0930,6.29,27.42,3.64,26.99,4.07,0.0
20180918:1030,0.0,0.0,0.0,26.23,4.21,0.0
20180918:1130,0.0,0.0,0.0,25.79,3.66,0.0
20180918:1230,0.0,0.0,0.0,25.48,3.59,0.0
20180918:1330,0.0,0.0,0.0,25.25,3.66,0.0
20180918:1430,0.0,0.0,0.0,25.24,3.52,0.0
20180918:1530,0.0,0.0,0.0,25.15,3.38,0.0
20180918:1630,0.0,0.0,0.0,24.95,2.97,0.0
20180918:1730,0.0,0.0,0.0,24.77,3.1,0.0
20180918:1830,0.0,0.0,0.0,24.62,3.17,0.0
20180918:1930,0.0,0.0,0.0,24.59,3.52,0.0
20180918:2030,0.0,0.0,0.0,24.59,3.31,0.0
20180918:2130,0.0,0.0,-2.91,24.7,2.76,0.0
20180918:2230,59.64,102.55,11.82,24.76,2.07,0.0
20180918:2330,235.66,314.1,26.55,25.56,1.72,0.0
20180919:0030,398.37,514.95,41.24,26.77,1.93,0.0
20180919:0130,478.08,621.4,55.75,27.57,2.07,0.0
20180919:0230,557.02,735.0,69.71,28.0,1.79,0.0
20180919:0330,377.82,489.3,80.32,28.13,2.07,0.0
20180919:0430,423.43,553.95,75.18,27.09,1.24,0.0
20180919:0530,332.68,439.95,61.9,27.86,0.34,0.0
20180919:0630,366.11,483.9,47.55,28.0,0.28,0.0
20180919:0730,203.67,273.1,32.93,27.86,1.31,0.0
20180919:0830,56.51,88.95,18.22,27.25,1.79,0.0
20180919:0930,5.96,21.51,3.48,26.69,2.21,0.0
20180919:1030,0.0,0.0,0.0,26.21,1.93,0.0
20180919:1130,0.0,0.0,0.0,25.85,1.17,0.0
20180919:1230,0.0,0.0,0.0,25.43,1.45,0.0
20180919:1330,0.0,0.0,0.0,25.21,1.52,0.0
20180919:1430,0.0,0.0,0.0,25.0,1.24,0.0
20180919:1530,0.0,0.0,0.0,25.0,1.17,0.0
20180919:1630,0.0,0.0,0.0,25.04,0.69,0.0
20180919:1730,0.0,0.0,0.0,25.11,0.55,0.0
20180919:1830,0.0,0.0,0.0,25.02,0.34,0.0
20180919:1930,0.0,0.0,0.0,25.04,0.62,0.0
20180919:2030,0.0,0.0,0.0,24.97,0.69,0.0
20180919:2130,0.0,0.0,-2.9,25.16,0.41,0.0
20180919:2230,34.06,60.45,11.84,25.2,0.28,0.0
20180919:2330,149.49,204.65,26.57,25.23,0.9,0.0
20180920:0030,172.71,232.9,41.24,25.91,0.83,0.0
20180920:0130,335.89,441.9,55.72,26.58,0.9,0.0
20180920:0230,417.73,551.3,69.61,27.36,0.97,0.0
20180920:0330,530.41,713.4,79.98,28.0,1.03,0.0
20180920:0430,350.52,461.15,74.86,28.64,2.07,0.0
20180920:0530,283.05,369.2,61.68,27.63,3.38,0.0
20180920:0630,178.96,240.35,47.36,27.18,3.93,0.0
20180920:0730,90.53,131.2,32.76,27.37,3.52,0.0
20180920:0830,65.94,101.3,18.05,27.27,3.79,0.0
20180920:0930,5.56,17.91,3.32,26.94,3.1,0.0
20180920:1030,0.0,0.0,0.0,26.58,2.28,0.0
20180920:1130,0.0,0.0,0.0,26.32,2.14,0.0
20180920:1230,0.0,0.0,0.0,26.12,2.34,0.0
20180920:1330,0.0,0.0,0.0,25.95,2.62,0.0
20180920:1430,0.0,0.0,0.0,25.53,3.1,0.0
20180920:1530,0.0,0.0,0.0,25.48,3.17,0.0
20180920:1630,0.0,0.0,0.0,25.47,2.69,0.0
20180920:1730,0.0,0.0,0.0,25.33,2.21,0.0
20180920:1830,0.0,0.0,0.0,24.94,2.34,0.0
20180920:1930,0.0,0.0,0.0,24.69,1.86,0.0
20180920:2030,0.0,0.0,0.0,24.73,1.66,0.0
20180920:2130,0.0,0.0,-2.88,25.02,0.69,0.0
20180920:2230,51.17,90.15,11.86,24.59,1.03,0.0
20180920:2330,165.06,224.85,26.58,25.8,1.38,0.0
20180921:0030,332.84,428.85,41.24,26.52,2.14,0.0
20180921:0130,503.93,655.8,55.69,27.13,2.21,0.0
20180921:0230,512.48,672.95,69.5,27.64,1.93,0.0
20180921:0330,468.42,614.8,79.64,27.71,1.79,0.0
20180921:0430,427.95,559.85,74.54,27.17,1.72,0.0
20180921:0530,288.14,376.6,61.46,27.11,1.72,0.0
20180921:0630,345.3,444.35,47.17,26.5,2.0,0.0
20180921:0730,262.92,346.5,32.58,27.81,2.07,0.0
20180921:0830,123.82,184.35,17.89,27.91,1.86,0.0
20180921:0930,3.01,18.77,3.15,26.92,1.79,0.0
20180921:1030,0.0,0.0,0.0,25.76,2.14,0.0
20180921:1130,0.0,0.0,0.0,25.09,1.38,0.0
20180921:1230,0.0,0.0,0.0,24.86,1.31,0.0
20180921:1330,0.0,0.0,0.0,25.23,0.55,0.0
20180921:1430,0.0,0.0,0.0,24.26,1.1,0.0
20180921:1530,0.0,0.0,0.0,24.93,0.83,0.0
20180921:1630,0.0,0.0,0.0,24.31,1.1,0.0
20180921:1730,0.0,0.0,0.0,23.92,1.52,0.0
20180921:1830,0.0,0.0,0.0,24.04,1.79,0.0
20180921:1930,0.0,0.0,0.0,24.52,1.1,0.0
20180921:2030,0.0,0.0,0.0,24.71,0.83,0.0
20180921:2130,0.0,0.0,-2.86,24.61,0.76,0.0
20180921:2230,52.69,90.1,11.88,24.32,0.83,0.0
20180921:2330,204.61,275.9,26.6,25.38,0.41,0.0
20180922:0030,371.44,488.7,41.24,26.45,0.41,0.0
20180922:0130,457.83,607.6,55.66,27.28,0.41,0.0
20180922:0230,525.57,704.6,69.39,27.74,0.76,0.0
20180922:0330,493.85,650.0,79.29,27.77,1.72,0.0
20180922:0430,426.56,561.85,74.22,27.2,0.97,0.0
20180922:0530,393.82,518.3,61.23,27.28,0.41,0.0
20180922:0630,235.01,311.85,46.98,27.67,0.9,0.0
20180922:0730,158.51,216.2,32.41,27.36,1.31,0.0
20180922:0830,32.74,57.4,17.72,26.24,1.66,0.0
20180922:0930,3.24,13.35,2.99,25.89,1.38,0.0
20180922:1030,0.0,0.0,0.0,25.61,1.17,0.0
20180922:1130,0.0,0.0,0.0,25.19,1.38,0.0
20180922:1230,0.0,0.0,0.0,24.87,1.24,0.0
20180922:1330,0.0,0.0,0.0,25.14,2.07,0.0
20180922:1430,0.0,0.0,0.0,24.92,2.28,0.0
20180922:1530,0.0,0.0,0.0,24.7,2.0,0.0
20180922:1630,0.0,0.0,0.0,24.45,1.45,0.0
20180922:1730,0.0,0.0,0.0,24.32,1.52,0.0
20180922:1830,0.0,0.0,0.0,24.06,1.59,0.0
20180922:1930,0.0,0.0,0.0,23.75,1.24,0.0
20180922:2030,0.0,0.0,0.0,24.55,0.83,0.0
20180922:2130,0.0,0.0,-2.84,24.58,0.69,0.0
20180922:2230,54.03,92.2,11.9,24.11,0.9,0.0
20180922:2330,199.28,268.15,26.61,25.35,0.83,0.0
20180923:0030,342.68,446.15,41.23,26.21,0.9,0.0
20180923:0130,502.35,660.6,55.62,27.08,1.38,0.0
20180923:0230,533.26,698.95,69.26,27.52,2.14,0.0
20180923:0330,506.48,662.1,78.94,27.86,2.28,0.0
20180923:0430,478.9,618.3,73.89,27.21,2.14,0.0
20180923:0530,466.6,606.85,61.0,27.26,1.79,0.0
20180923:0630,366.87,475.4,46.79,27.71,1.79,0.0
20180923:0730,221.55,294.9,32.24,27.92,1.66,0.0
20180923:0830,83.1,130.1,17.56,28.13,1.38,0.0
20180923:0930,3.26,22.35,2.83,27.91,1.1,0.0
20180923:1030,0.0,0.0,0.0,27.15,0.9,0.0
20180923:1130,0.0,0.0,0.0,26.84,0.76,0.0
20180923:1230,0.0,0.0,0.0,26.54,0.9,0.0
20180923:1330,0.0,0.0,0.0,26.7,0.76,0.0
20180923:1430,0.0,0.0,0.0,26.39,0.9,0.0
20180923:1530,0.0,0.0,0.0,26.2,0.76,0.0
20180923:1630,0.0,0.0,0.0,25.77,0.76,0.0
20180923:1730,0.0,0.0,0.0,24.81,0.9,0.0
20180923:1830,0.0,0.0,0.0,24.31,0.97,0.0
20180923:1930,0.0,0.0,0.0,23.61,1.24,0.0
20180923:2030,0.0,0.0,0.0,23.4,1.1,0.0
20180923:2130,0.0,0.0,-2.82,23.54,1.03,0.0
20180923:2230,70.52,117.55,11.91,23.26,1.1,0.0
20180923:2330,226.95,302.9,26.62,24.75,0.97,0.0
20180924:0030,405.38,524.75,41.22,25.96,1.59,0.0
20180924:0130,591.49,777.9,55.57,27.31,2.07,0.0
20180924:0230,606.65,801.2,69.13,28.2,2.34,0.0
20180924:0330,671.51,897.5,78.58,28.9,2.62,0.0
20180924:0430,619.57,817.6,73.56,29.42,3.17,0.0
20180924:0530,599.63,782.2,60.76,28.95,3.66,0.0
20180924:0630,437.07,561.35,46.6,29.26,4.28,0.0
20180924:0730,272.82,357.9,32.06,28.98,4.28,0.0
20180924:0830,124.19,187.45,17.39,28.75,3.79,0.0
20180924:0930,4.14,26.72,2.67,28.32,2.83,0.0
20180924:1030,0.0,0.0,0.0,27.72,2.69,0.0
20180924:1130,0.0,0.0,0.0,27.09,2.34,0.0
20180924:1230,0.0,0.0,0.0,26.42,2.0,0.0
20180924:1330,0.0,0.0,0.0,25.96,2.0,0.0
20180924:1430,0.0,0.0,0.0,25.68,2.28,0.0
20180924:1530,0.0,0.0,0.0,25.5,2.62,0.0
20180924:1630,0.0,0.0,0.0,25.31,2.83,0.0
20180924:1730,0.0,0.0,0.0,25.21,2.9,0.0
20180924:1830,0.0,0.0,0.0,25.05,3.1,0.0
20180924:1930,0.0,0.0,0.0,25.3,3.52,0.0
20180924:2030,0.0,0.0,0.0,25.09,3.66,0.0
20180924:2130,0.0,0.0,-2.81,25.2,3.93,0.0
20180924:2230,37.85,70.9,11.93,25.21,3.93,0.0
20180924:2330,214.0,284.35,26.62,25.62,3.86,0.0
20180925:0030,387.86,493.85,41.21,26.63,4.34,0.0
20180925:0130,508.55,647.9,55.52,27.66,4.55,0.0
20180925:0230,540.58,693.7,69.0,28.25,4.9,0.0
20180925:0330,637.75,822.1,78.22,28.57,5.31,0.0
20180925:0430,606.63,777.45,73.23,29.0,6.0,0.0
20180925:0530,542.92,693.3,60.52,28.93,6.21,0.0
20180925:0630,404.47,516.4,46.4,28.77,6.21,0.0
20180925:0730,273.46,356.4,31.89,28.23,5.93,0.0
20180925:0830,93.53,141.45,17.23,28.15,5.66,0.0
20180925:0930,4.66,22.03,2.51,27.46,4.55,0.0
20180925:1030,0.0,0.0,0.0,26.76,4.48,0.0
20180925:1130,0.0,0.0,0.0,26.26,4.14,0.0
20180925:1230,0.0,0.0,0.0,26.11,4.0,0.0
20180925:1330,0.0,0.0,0.0,25.98,3.93,0.0
20180925:1430,0.0,0.0,0.0,25.88,4.07,0.0
20180925:1530,0.0,0.0,0.0,25.69,3.86,0.0
20180925:1630,0.0,0.0,0.0,25.54,3.72,0.0
20180925:1730,0.0,0.0,0.0,25.37,3.72,0.0
20180925:1830,0.0,0.0,0.0,25.29,4.21,0.0
20180925:1930,0.0,0.0,0.0,25.77,3.72,0.0
20180925:2030,0.0,0.0,0.0,25.8,4.0,0.0
20180925:2130,0.0,0.0,-2.79,25.34,4.21,0.0
20180925:2230,49.77,88.35,11.94,25.47,4.34,0.0
20180925:2330,189.0,253.3,26.63,26.01,4.41,0.0
20180926:0030,340.07,433.1,41.19,26.78,4.76,0.0
20180926:0130,429.54,543.65,55.47,27.55,5.1,0.0
20180926:0230,530.03,676.6,68.85,28.03,5.31,0.0
20180926:0330,648.92,837.3,77.86,28.26,5.59,0.0
20180926:0430,509.93,648.95,72.9,28.74,5.79,0.0
20180926:0530,429.45,546.75,60.29,28.76,6.21,0.0
20180926:0630,409.77,519.85,46.2,28.01,6.14,0.0
20180926:0730,277.65,362.6,31.71,29.21,6.14,0.0
20180926:0830,118.42,178.65,17.06,28.76,5.79,0.0
20180926:0930,4.06,25.35,2.35,28.02,5.45,0.0
20180926:1030,0.0,0.0,0.0,27.43,5.31,0.0
20180926:1130,0.0,0.0,0.0,26.95,4.48,0.0
20180926:1230,0.0,0.0,0.0,26.59,4.0,0.0
20180926:1330,0.0,0.0,0.0,26.32,4.21,0.0
